iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,gname,individual,weaptype1,nkill,property,ishostkid,attack_date
2016,3,24,1,4,6,45,-1,36.822651,66.459343,1.0,0,0.0,1,0,6,14,277,4.0,3,0,5,1.0,0,1.0,2016-03-24
2016,3,25,0,4,6,52,-1,32.175856,66.517182,3.0,0,0.0,1,0,3,3,243,4.0,3,0,6,1.0,0,0.0,2016-03-25
2016,3,25,0,37,11,116,1440,11.238678,14.153845,1.0,0,0.0,0,1,3,20,268,37.0,0,0,6,0.0,0,0.0,2016-03-25
2016,3,25,0,4,6,58,-1,36.967715,67.056002,1.0,0,1.0,1,0,2,4,308,4.0,3,0,5,2.0,0,0.0,2016-03-25
2016,3,25,0,147,11,0,0,11.840929,13.141459,1.0,1,0.0,1,1,3,20,268,147.0,0,0,6,2.0,0,0.0,2016-03-25
2016,3,28,1,182,11,5,464,-1.034622,41.499084,1.0,0,0.0,1,0,6,14,-1,182.0,2,0,5,8.0,1,1.0,2016-03-28
2016,3,28,0,4,6,45,-1,36.850379,66.138325,1.0,0,0.0,1,0,2,14,6,4.0,3,0,5,2.0,0,0.0,2016-03-28
2016,3,28,0,160,5,49,-1,10.299222,123.114941,1.0,0,0.0,1,0,2,4,-1,160.0,1,0,5,1.0,0,0.0,2016-03-28
2016,3,29,0,4,6,58,-1,36.788889,66.580278,1.0,0,0.0,1,0,2,3,274,4.0,3,0,5,10.0,0,0.0,2016-03-29
2016,3,29,0,182,11,13,1254,1.913091,44.552719,3.0,0,0.0,1,0,2,3,252,182.0,2,0,5,1.0,0,0.0,2016-03-29
2016,3,30,0,4,6,100,1760,36.055166,67.453293,3.0,0,0.0,1,0,1,4,-1,4.0,3,0,6,1.0,1,0.0,2016-03-30
2016,3,30,0,160,5,72,2512,8.111787,125.128183,2.0,0,0.0,1,0,2,4,253,160.0,1,0,5,2.0,0,0.0,2016-03-30
2016,3,30,0,4,6,80,-1,35.264812,62.999504,1.0,0,0.0,1,0,2,3,290,4.0,3,0,5,1.0,0,0.0,2016-03-30
2016,3,31,1,4,6,43,-1,34.08033,70.14518,1.0,0,0.0,1,0,6,17,-1,4.0,3,0,5,1.0,0,1.0,2016-03-31
2016,3,31,0,160,5,35,690,6.915043,125.156799,1.0,0,0.0,1,0,2,4,515,160.0,1,0,5,1.0,0,0.0,2016-03-31
2016,3,31,0,4,6,10,176,33.908034,68.661263,3.0,0,0.0,0,0,1,2,-1,4.0,3,0,5,0.0,0,0.0,2016-03-31
2016,4,1,1,4,6,61,-1,34.531324,61.345025,2.0,0,0.0,1,0,6,12,-1,422.0,3,0,5,0.0,1,1.0,2016-04-01
2016,4,1,1,37,11,116,2474,11.16136,14.004392,2.0,0,0.0,1,0,6,17,-1,37.0,0,0,5,1.0,1,1.0,2016-04-01
2016,4,1,0,182,11,13,935,1.808302,44.695141,1.0,1,0.0,1,0,2,4,276,182.0,2,0,6,1.0,1,0.0,2016-04-01
